Start,End,Status,Comments
2020-01-29T07:37:27.874439Z,2020-01-29T07:37:27.874439Z,out of bed,
2020-01-29T08:02:23.829789Z,2020-01-29T08:02:23.829789Z,meal,breakfast
2020-01-29T08:02:23.829789Z,2020-01-29T08:02:23.829789Z,drink,with breakfast
2020-01-29T11:24:46.488201Z,2020-01-29T11:24:46.488201Z,meal,lunch
2020-01-29T13:08:48.969552Z,2020-01-29T13:08:48.969552Z,snack,
2020-01-29T13:54:23.530651Z,2020-01-29T13:54:23.530651Z,caffeine,
2020-01-29T15:19:12.201806Z,2020-01-29T15:19:12.201806Z,meal,dinner
2020-01-29T20:11:20.024072Z,2020-01-29T20:11:20.024072Z,chocolate,
2020-01-30T00:35:13.486179Z,2020-01-30T00:35:13.486179Z,lights off,
2020-01-30T00:58:12.091230Z,2020-01-30T00:58:12.091230Z,in bed,
2020-01-30T01:33:22.740038Z,2020-01-30T07:03:00Z,asleep,
2020-01-30T07:00:00Z,2020-01-30T07:00:00Z,alarm,
2020-01-30T07:19:12.335079Z,2020-01-30T07:19:12.335079Z,out of bed,
2020-01-30T07:23:09.018492Z,2020-01-30T07:23:09.018492Z,toilet,
2020-01-30T07:24:12.335079Z,2020-01-30T07:24:12.335079Z,chocolate,
2020-01-30T07:39:35.411316Z,2020-01-30T07:39:35.411316Z,meal,breakfast
2020-01-30T11:35:43.963398Z,2020-01-30T11:35:43.963398Z,meal,lunch
2020-01-30T13:50:54.822539Z,2020-01-30T13:50:54.822539Z,snack,
2020-01-30T15:26:19.020846Z,2020-01-30T15:26:19.020846Z,toilet,
2020-01-30T17:10:41.617424Z,2020-01-30T17:10:41.617424Z,meal,dinner
2020-01-31T00:22:49.729942Z,2020-01-31T00:22:49.729942Z,lights off,
2020-01-31T00:31:31.697320Z,2020-01-31T00:31:31.697320Z,in bed,
2020-01-31T01:15:48.280961Z,2020-01-31T07:03:00Z,asleep,
2020-01-31T07:00:00Z,2020-01-31T07:00:00Z,alarm,
2020-01-31T07:44:15.064426Z,2020-01-31T07:44:15.064426Z,out of bed,
2020-01-31T08:11:08.224090Z,2020-01-31T08:11:08.224090Z,meal,breakfast
2020-01-31T08:11:08.224090Z,2020-01-31T08:11:08.224090Z,drink,with breakfast
2020-01-31T08:48:52.066702Z,2020-01-31T08:48:52.066702Z,caffeine,
2020-01-31T09:12:48.538115Z,2020-01-31T09:12:48.538115Z,snack,
2020-01-31T09:57:04.473563Z,2020-01-31T09:57:04.473563Z,toilet,
2020-01-31T10:41:06.121892Z,2020-01-31T10:41:06.121892Z,meal,lunch
2020-01-31T15:20:50.464594Z,2020-01-31T15:20:50.464594Z,meal,dinner
2020-01-31T17:19:48.129847Z,2020-01-31T17:19:48.129847Z,chocolate,
2020-01-31T22:39:40.955494Z,2020-01-31T22:39:40.955494Z,sleep aid,
2020-01-31T23:05:45.281583Z,2020-01-31T23:05:45.281583Z,lights off,
2020-01-31T23:26:36.569362Z,2020-01-31T23:26:36.569362Z,in bed,
2020-01-31T23:44:23.889335Z,2020-02-01T08:22:24.301444Z,asleep,
2020-02-01T05:41:15.699735Z,2020-02-01T05:41:15.699735Z,night noise,
2020-02-01T08:55:01.384363Z,2020-02-01T08:55:01.384363Z,out of bed,
2020-02-01T09:00:01.384363Z,2020-02-01T09:00:01.384363Z,drink,with breakfast
2020-02-01T11:27:07.335613Z,2020-02-01T11:27:07.335613Z,meal,lunch
2020-02-01T15:02:02.645774Z,2020-02-01T15:02:02.645774Z,toilet,
2020-02-01T16:32:55.698500Z,2020-02-01T16:32:55.698500Z,chocolate,
2020-02-01T17:04:47.251370Z,2020-02-01T17:04:47.251370Z,meal,dinner
2020-02-01T18:43:21.188264Z,2020-02-01T18:43:21.188264Z,caffeine,
2020-02-01T20:08:12.770105Z,2020-02-01T20:08:12.770105Z,snack,
2020-02-01T23:24:29.635937Z,2020-02-01T23:24:29.635937Z,sleep aid,
2020-02-02T00:04:10.252870Z,2020-02-02T00:04:10.252870Z,lights off,
2020-02-02T00:14:12.824370Z,2020-02-02T00:14:12.824370Z,in bed,
2020-02-02T01:10:11.655744Z,2020-02-02T09:46:30.675453Z,asleep,
2020-02-02T09:57:29.445019Z,2020-02-02T09:57:29.445019Z,out of bed,
2020-02-02T10:21:56.694056Z,2020-02-02T10:21:56.694056Z,meal,breakfast
2020-02-02T10:21:56.694056Z,2020-02-02T10:21:56.694056Z,drink,with breakfast
2020-02-02T14:13:16.321359Z,2020-02-02T14:13:16.321359Z,snack,
2020-02-02T16:03:42.802486Z,2020-02-02T16:03:42.802486Z,caffeine,
2020-02-02T20:33:59.250125Z,2020-02-02T20:33:59.250125Z,chocolate,
2020-02-02T20:43:01.994795Z,2020-02-02T20:43:01.994795Z,meal,dinner
2020-02-03T00:06:24.566030Z,2020-02-03T00:06:24.566030Z,in bed,
2020-02-03T00:07:59.375447Z,2020-02-03T00:07:59.375447Z,lights off,
2020-02-03T00:41:15.655788Z,2020-02-03T07:03:00Z,asleep,
2020-02-03T07:00:00Z,2020-02-03T07:00:00Z,alarm,
2020-02-03T07:47:16.271342Z,2020-02-03T07:47:16.271342Z,out of bed,
2020-02-03T08:46:06.430382Z,2020-02-03T08:46:06.430382Z,meal,breakfast
2020-02-03T08:46:06.430382Z,2020-02-03T08:46:06.430382Z,drink,with breakfast
2020-02-03T11:23:14.948113Z,2020-02-03T11:23:14.948113Z,caffeine,
2020-02-03T11:34:39.654352Z,2020-02-03T11:34:39.654352Z,meal,lunch
2020-02-03T11:43:46.782566Z,2020-02-03T11:43:46.782566Z,snack,
2020-02-03T11:57:54.656230Z,2020-02-03T11:57:54.656230Z,chocolate,
2020-02-03T16:18:15.072656Z,2020-02-03T16:18:15.072656Z,meal,dinner
2020-02-03T21:28:17.531756Z,2020-02-03T21:28:17.531756Z,alcohol,
2020-02-03T22:59:13.398505Z,2020-02-03T22:59:13.398505Z,sleep aid,
2020-02-04T00:07:01.582408Z,2020-02-04T00:07:01.582408Z,lights off,
2020-02-04T00:11:33.444436Z,2020-02-04T00:11:33.444436Z,in bed,
2020-02-04T00:21:21.429684Z,2020-02-04T07:03:00Z,asleep,
2020-02-04T07:00:00Z,2020-02-04T07:00:00Z,alarm,
2020-02-04T07:42:57.341791Z,2020-02-04T07:42:57.341791Z,out of bed,
2020-02-04T07:59:40.660283Z,2020-02-04T07:59:40.660283Z,meal,breakfast
2020-02-04T07:59:40.660283Z,2020-02-04T07:59:40.660283Z,drink,with breakfast
2020-02-04T09:32:47.693951Z,2020-02-04T09:32:47.693951Z,caffeine,
2020-02-04T11:02:22.640624Z,2020-02-04T11:02:22.640624Z,meal,lunch
2020-02-04T14:02:04.853050Z,2020-02-04T14:02:04.853050Z,chocolate,
2020-02-04T14:31:00.782620Z,2020-02-04T14:31:00.782620Z,meal,dinner
2020-02-04T19:33:09.881624Z,2020-02-04T19:33:09.881624Z,snack,
2020-02-04T23:29:34.464041Z,2020-02-04T23:29:34.464041Z,lights off,
2020-02-04T23:49:59.837651Z,2020-02-04T23:49:59.837651Z,in bed,
2020-02-05T00:48:08.852148Z,2020-02-05T07:03:00Z,asleep,
2020-02-05T07:00:00Z,2020-02-05T07:00:00Z,alarm,
2020-02-05T07:27:35.198879Z,2020-02-05T07:27:35.198879Z,out of bed,
2020-02-05T08:00:47.670079Z,2020-02-05T08:00:47.670079Z,caffeine,
2020-02-05T08:02:38.429432Z,2020-02-05T08:02:38.429432Z,meal,breakfast
2020-02-05T11:43:31.852560Z,2020-02-05T11:43:31.852560Z,meal,lunch
2020-02-05T13:22:57.409619Z,2020-02-05T13:22:57.409619Z,chocolate,
2020-02-05T15:58:10.664635Z,2020-02-05T15:58:10.664635Z,toilet,
2020-02-05T16:50:58.224264Z,2020-02-05T16:50:58.224264Z,snack,
2020-02-05T17:46:56.525862Z,2020-02-05T17:46:56.525862Z,meal,dinner
2020-02-06T00:20:38.997776Z,2020-02-06T00:20:38.997776Z,sleep aid,
2020-02-06T01:01:22.744304Z,2020-02-06T01:01:22.744304Z,lights off,
2020-02-06T01:19:11.429146Z,2020-02-06T01:19:11.429146Z,in bed,
2020-02-06T02:20:07.859524Z,2020-02-06T07:03:00Z,asleep,
2020-02-06T07:00:00Z,2020-02-06T07:00:00Z,alarm,
2020-02-06T07:37:06.230902Z,2020-02-06T07:37:06.230902Z,out of bed,
2020-02-06T08:02:34.642313Z,2020-02-06T08:02:34.642313Z,meal,breakfast
2020-02-06T08:02:34.642313Z,2020-02-06T08:02:34.642313Z,drink,with breakfast
2020-02-06T10:25:15.653856Z,2020-02-06T10:25:15.653856Z,snack,
2020-02-06T10:37:13.659914Z,2020-02-06T10:37:13.659914Z,meal,lunch
2020-02-06T11:07:17.642272Z,2020-02-06T11:07:17.642272Z,caffeine,
2020-02-06T12:52:42.938498Z,2020-02-06T12:52:42.938498Z,toilet,
2020-02-06T15:19:55.175562Z,2020-02-06T15:19:55.175562Z,meal,dinner
2020-02-06T17:01:32.741875Z,2020-02-06T17:01:32.741875Z,toilet,
2020-02-06T18:39:02.738147Z,2020-02-06T18:39:02.738147Z,chocolate,
2020-02-06T19:05:35.106132Z,2020-02-06T19:05:35.106132Z,alcohol,
2020-02-06T22:43:27.739069Z,2020-02-06T22:43:27.739069Z,sleep aid,
2020-02-06T23:08:16.723707Z,2020-02-06T23:08:16.723707Z,lights off,
2020-02-06T23:19:43.553266Z,2020-02-06T23:19:43.553266Z,in bed,
2020-02-07T00:09:11.559173Z,2020-02-07T07:03:00Z,asleep,
2020-02-07T07:00:00Z,2020-02-07T07:00:00Z,alarm,
2020-02-07T07:18:27.759186Z,2020-02-07T07:18:27.759186Z,out of bed,
2020-02-07T07:35:14.599488Z,2020-02-07T07:35:14.599488Z,drink,with breakfast
2020-02-07T11:12:25.005760Z,2020-02-07T11:12:25.005760Z,meal,lunch
2020-02-07T14:25:42.540653Z,2020-02-07T14:25:42.540653Z,snack,
2020-02-07T14:58:19.107074Z,2020-02-07T14:58:19.107074Z,chocolate,
2020-02-07T22:25:42.517032Z,2020-02-07T22:25:42.517032Z,lights off,
2020-02-07T22:36:26.167765Z,2020-02-07T22:36:26.167765Z,in bed,
2020-02-07T22:46:02.560436Z,2020-02-08T03:59:20.117651Z,asleep,
2020-02-08T04:57:40.933269Z,2020-02-08T04:57:40.933269Z,out of bed,
2020-02-08T05:02:40.933269Z,2020-02-08T05:02:40.933269Z,caffeine,
2020-02-08T05:22:12.867314Z,2020-02-08T05:22:12.867314Z,meal,breakfast
2020-02-08T05:22:12.867314Z,2020-02-08T05:22:12.867314Z,drink,with breakfast
2020-02-08T08:04:19.738804Z,2020-02-08T08:04:19.738804Z,meal,lunch
2020-02-08T09:54:21.967678Z,2020-02-08T09:54:21.967678Z,chocolate,
2020-02-08T12:19:12.267742Z,2020-02-08T12:19:12.267742Z,snack,
2020-02-08T19:11:39.248990Z,2020-02-08T19:11:39.248990Z,toilet,
2020-02-08T23:21:18.801001Z,2020-02-08T23:21:18.801001Z,in bed,
2020-02-08T23:21:49.505951Z,2020-02-09T05:58:47.868518Z,asleep,
2020-02-08T23:21:49.505951Z,2020-02-08T23:21:49.505951Z,lights off,
2020-02-09T00:58:41.567570Z,2020-02-09T00:58:41.567570Z,night noise,
2020-02-09T06:22:20.567427Z,2020-02-09T06:22:20.567427Z,out of bed,
2020-02-09T06:44:43.766410Z,2020-02-09T06:44:43.766410Z,meal,breakfast
2020-02-09T06:44:43.766410Z,2020-02-09T06:44:43.766410Z,drink,with breakfast
2020-02-09T11:56:58.136845Z,2020-02-09T11:56:58.136845Z,caffeine,
2020-02-09T13:53:32.556092Z,2020-02-09T13:53:32.556092Z,meal,dinner
2020-02-09T14:26:11.842683Z,2020-02-09T14:26:11.842683Z,snack,
2020-02-09T18:08:49.147952Z,2020-02-09T18:08:49.147952Z,toilet,
2020-02-09T22:42:15.352620Z,2020-02-09T22:42:15.352620Z,sleep aid,
2020-02-09T22:58:38.625048Z,2020-02-09T22:58:38.625048Z,lights off,
2020-02-09T23:08:47.109802Z,2020-02-10T07:03:00Z,asleep,
2020-02-09T23:08:47.109802Z,2020-02-09T23:08:47.109802Z,in bed,
2020-02-10T07:00:00Z,2020-02-10T07:00:00Z,alarm,
2020-02-10T07:24:29.738400Z,2020-02-10T07:24:29.738400Z,out of bed,
2020-02-10T07:55:37.167771Z,2020-02-10T07:55:37.167771Z,meal,breakfast
2020-02-10T07:55:37.167771Z,2020-02-10T07:55:37.167771Z,drink,with breakfast
2020-02-10T11:29:19.804168Z,2020-02-10T11:29:19.804168Z,caffeine,
2020-02-10T12:45:46.933193Z,2020-02-10T12:45:46.933193Z,chocolate,
2020-02-10T13:00:49.361912Z,2020-02-10T13:00:49.361912Z,snack,
2020-02-10T16:32:50.425909Z,2020-02-10T16:32:50.425909Z,meal,dinner
2020-02-10T19:12:23.563633Z,2020-02-10T19:12:23.563633Z,alcohol,
2020-02-10T23:40:45.887372Z,2020-02-10T23:40:45.887372Z,lights off,
2020-02-10T23:43:15.974127Z,2020-02-10T23:43:15.974127Z,in bed,
2020-02-11T01:20:33.772806Z,2020-02-11T07:03:00Z,asleep,
2020-02-11T07:00:00Z,2020-02-11T07:00:00Z,alarm,
2020-02-11T07:34:39.673320Z,2020-02-11T07:34:39.673320Z,night noise,
2020-02-11T07:34:39.673320Z,2020-02-11T07:34:39.673320Z,out of bed,
2020-02-11T07:39:39.673320Z,2020-02-11T07:39:39.673320Z,chocolate,
2020-02-11T07:39:39.673320Z,2020-02-11T07:39:39.673320Z,snack,
2020-02-11T08:01:48.597779Z,2020-02-11T08:01:48.597779Z,meal,breakfast
2020-02-11T08:01:48.597779Z,2020-02-11T08:01:48.597779Z,drink,with breakfast
2020-02-11T11:53:32.811985Z,2020-02-11T11:53:32.811985Z,meal,lunch
2020-02-11T12:53:14.684002Z,2020-02-11T12:53:14.684002Z,caffeine,
2020-02-11T16:30:45.043276Z,2020-02-11T16:30:45.043276Z,meal,dinner
2020-02-11T22:03:24.321881Z,2020-02-11T22:03:24.321881Z,sleep aid,
2020-02-11T22:51:01.499696Z,2020-02-11T22:51:01.499696Z,in bed,
2020-02-11T22:51:45.593528Z,2020-02-11T22:51:45.593528Z,lights off,
2020-02-11T23:40:54.311737Z,2020-02-12T07:03:00Z,asleep,
2020-02-12T07:00:00Z,2020-02-12T07:00:00Z,alarm,
2020-02-12T07:33:59.823538Z,2020-02-12T07:33:59.823538Z,out of bed,
2020-02-12T07:38:59.823538Z,2020-02-12T07:38:59.823538Z,meal,breakfast
2020-02-12T07:38:59.823538Z,2020-02-12T07:38:59.823538Z,caffeine,
2020-02-12T07:38:59.823538Z,2020-02-12T07:38:59.823538Z,drink,with breakfast
2020-02-12T10:04:24.699275Z,2020-02-12T10:04:24.699275Z,meal,lunch
2020-02-12T16:50:50.219947Z,2020-02-12T16:50:50.219947Z,meal,dinner
2020-02-12T16:56:48.627646Z,2020-02-12T16:56:48.627646Z,chocolate,
2020-02-12T19:46:40.281406Z,2020-02-12T19:46:40.281406Z,snack,
2020-02-13T00:11:36.192777Z,2020-02-13T00:11:36.192777Z,in bed,
2020-02-13T00:17:12.388486Z,2020-02-13T00:17:12.388486Z,lights off,
2020-02-13T00:31:59.458160Z,2020-02-13T07:03:00Z,asleep,
2020-02-13T07:00:00Z,2020-02-13T07:00:00Z,alarm,
2020-02-13T07:49:06.240273Z,2020-02-13T07:49:06.240273Z,out of bed,
2020-02-13T07:54:06.240273Z,2020-02-13T07:54:06.240273Z,chocolate,
2020-02-13T10:54:16.980660Z,2020-02-13T10:54:16.980660Z,caffeine,
2020-02-13T11:48:13.560390Z,2020-02-13T11:48:13.560390Z,meal,lunch
2020-02-13T18:04:59.316800Z,2020-02-13T18:04:59.316800Z,snack,
2020-02-13T18:30:55.513942Z,2020-02-13T18:30:55.513942Z,meal,dinner
2020-02-13T22:43:20.423486Z,2020-02-13T22:43:20.423486Z,lights off,
2020-02-13T23:21:04.688807Z,2020-02-13T23:21:04.688807Z,in bed,
2020-02-13T23:24:23.115996Z,2020-02-14T07:03:00Z,asleep,
2020-02-14T07:00:00Z,2020-02-14T07:00:00Z,alarm,
2020-02-14T07:21:15.806189Z,2020-02-14T07:21:15.806189Z,out of bed,
2020-02-14T07:26:15.806189Z,2020-02-14T07:26:15.806189Z,caffeine,
2020-02-14T10:31:44.718822Z,2020-02-14T10:31:44.718822Z,meal,lunch
2020-02-14T12:49:56.970895Z,2020-02-14T12:49:56.970895Z,snack,
2020-02-14T15:54:14.633348Z,2020-02-14T15:54:14.633348Z,meal,dinner
2020-02-14T23:46:31.400213Z,2020-02-14T23:46:31.400213Z,sleep aid,
2020-02-15T00:16:55.370211Z,2020-02-15T00:16:55.370211Z,lights off,
2020-02-15T00:30:51.484154Z,2020-02-15T00:30:51.484154Z,in bed,
2020-02-15T01:21:01.411230Z,2020-02-15T08:54:20.443121Z,asleep,
2020-02-15T09:33:45.123305Z,2020-02-15T09:33:45.123305Z,out of bed,
2020-02-15T10:03:56.125209Z,2020-02-15T10:03:56.125209Z,meal,breakfast
2020-02-15T10:03:56.125209Z,2020-02-15T10:03:56.125209Z,drink,with breakfast
2020-02-15T10:53:26.851838Z,2020-02-15T10:53:26.851838Z,chocolate,
2020-02-15T13:34:32.700358Z,2020-02-15T13:34:32.700358Z,meal,lunch
2020-02-15T14:43:29.268760Z,2020-02-15T14:43:29.268760Z,caffeine,
2020-02-15T15:23:17.827476Z,2020-02-15T15:23:17.827476Z,snack,
2020-02-15T19:24:24.817213Z,2020-02-15T19:24:24.817213Z,meal,dinner
2020-02-16T02:00:19.882898Z,2020-02-16T02:00:19.882898Z,in bed,
2020-02-16T02:02:46.115679Z,2020-02-16T02:02:46.115679Z,lights off,
2020-02-16T02:03:15.790743Z,2020-02-16T09:59:48.211655Z,asleep,
2020-02-16T04:58:34.951671Z,2020-02-16T04:58:34.951671Z,night noise,
2020-02-16T10:18:38.460401Z,2020-02-16T10:18:38.460401Z,out of bed,
2020-02-16T11:08:30.536021Z,2020-02-16T11:08:30.536021Z,meal,breakfast
2020-02-16T12:14:24.044810Z,2020-02-16T12:14:24.044810Z,chocolate,
2020-02-16T13:27:03.233706Z,2020-02-16T13:27:03.233706Z,meal,lunch
2020-02-16T17:29:35.281820Z,2020-02-16T17:29:35.281820Z,snack,
2020-02-16T18:48:22.268861Z,2020-02-16T18:48:22.268861Z,toilet,
2020-02-16T20:04:47.619071Z,2020-02-16T20:04:47.619071Z,meal,dinner
2020-02-16T23:07:16.459817Z,2020-02-16T23:07:16.459817Z,sleep aid,
2020-02-16T23:55:52.822839Z,2020-02-16T23:55:52.822839Z,lights off,
2020-02-17T00:11:17.110208Z,2020-02-17T00:11:17.110208Z,in bed,
2020-02-17T01:27:59.388620Z,2020-02-17T07:03:00Z,asleep,
2020-02-17T07:00:00Z,2020-02-17T07:00:00Z,alarm,
2020-02-17T07:50:02.592960Z,2020-02-17T07:50:02.592960Z,out of bed,
2020-02-17T08:35:31.314352Z,2020-02-17T08:35:31.314352Z,meal,breakfast
2020-02-17T09:04:48.538888Z,2020-02-17T09:04:48.538888Z,chocolate,
2020-02-17T10:54:53.806830Z,2020-02-17T10:54:53.806830Z,caffeine,
2020-02-17T11:33:59.316581Z,2020-02-17T11:33:59.316581Z,meal,lunch
2020-02-17T15:22:26.030988Z,2020-02-17T15:22:26.030988Z,snack,
2020-02-17T16:06:39.373513Z,2020-02-17T16:06:39.373513Z,meal,dinner
2020-02-17T22:08:06.293014Z,2020-02-17T22:08:06.293014Z,sleep aid,
2020-02-17T23:02:29.446584Z,2020-02-17T23:02:29.446584Z,in bed,
2020-02-17T23:03:11.709879Z,2020-02-17T23:03:11.709879Z,lights off,
2020-02-18T00:18:45.228199Z,2020-02-18T07:03:00Z,asleep,
2020-02-18T04:40:12.354880Z,2020-02-18T04:40:12.354880Z,night noise,
2020-02-18T07:00:00Z,2020-02-18T07:00:00Z,alarm,
2020-02-18T07:39:55.138558Z,2020-02-18T07:39:55.138558Z,out of bed,
2020-02-18T08:10:10.180605Z,2020-02-18T08:10:10.180605Z,meal,breakfast
2020-02-18T08:10:10.180605Z,2020-02-18T08:10:10.180605Z,drink,with breakfast
2020-02-18T11:05:23.006037Z,2020-02-18T11:05:23.006037Z,meal,lunch
2020-02-18T11:35:20.968919Z,2020-02-18T11:35:20.968919Z,chocolate,
2020-02-18T16:44:55.446872Z,2020-02-18T16:44:55.446872Z,snack,
2020-02-18T22:40:15.357689Z,2020-02-18T22:40:15.357689Z,sleep aid,
2020-02-18T23:25:28.160572Z,2020-02-18T23:25:28.160572Z,lights off,
2020-02-18T23:32:50.428020Z,2020-02-18T23:32:50.428020Z,in bed,
2020-02-18T23:34:42.088265Z,2020-02-19T07:03:00Z,asleep,
2020-02-19T07:00:00Z,2020-02-19T07:00:00Z,alarm,
2020-02-19T07:31:51.653284Z,2020-02-19T07:31:51.653284Z,out of bed,
2020-02-19T07:36:51.653284Z,2020-02-19T07:36:51.653284Z,caffeine,
2020-02-19T07:36:51.653284Z,2020-02-19T07:36:51.653284Z,chocolate,
2020-02-19T07:59:26.578869Z,2020-02-19T07:59:26.578869Z,meal,breakfast
2020-02-19T07:59:26.578869Z,2020-02-19T07:59:26.578869Z,drink,with breakfast
2020-02-19T11:02:09.227963Z,2020-02-19T11:02:09.227963Z,meal,lunch
2020-02-19T13:27:44.867926Z,2020-02-19T13:27:44.867926Z,snack,
2020-02-19T15:36:31.215887Z,2020-02-19T15:36:31.215887Z,meal,dinner
2020-02-19T16:18:22.567095Z,2020-02-19T16:18:22.567095Z,toilet,
2020-02-19T21:51:30.086995Z,2020-02-19T21:51:30.086995Z,toilet,
2020-02-19T22:48:39.471548Z,2020-02-19T22:48:39.471548Z,sleep aid,
2020-02-19T23:50:52.257908Z,2020-02-19T23:50:52.257908Z,lights off,
2020-02-19T23:55:22.475817Z,2020-02-19T23:55:22.475817Z,in bed,
2020-02-19T23:55:40.483958Z,2020-02-20T07:03:00Z,asleep,
2020-02-20T00:28:22.269810Z,2020-02-20T00:28:22.269810Z,night noise,
2020-02-20T07:00:00Z,2020-02-20T07:00:00Z,alarm,
2020-02-20T07:16:21.884649Z,2020-02-20T07:16:21.884649Z,out of bed,
2020-02-20T07:21:21.884649Z,2020-02-20T07:21:21.884649Z,caffeine,
2020-02-20T07:48:06.860733Z,2020-02-20T07:48:06.860733Z,meal,breakfast
2020-02-20T07:48:06.860733Z,2020-02-20T07:48:06.860733Z,drink,with breakfast
2020-02-20T09:59:48.923081Z,2020-02-20T09:59:48.923081Z,snack,
2020-02-20T10:26:07.720374Z,2020-02-20T10:26:07.720374Z,chocolate,
2020-02-20T10:28:09.095268Z,2020-02-20T10:28:09.095268Z,toilet,
2020-02-20T14:39:43.774246Z,2020-02-20T14:39:43.774246Z,meal,dinner
2020-02-20T15:15:22.789255Z,2020-02-20T15:15:22.789255Z,toilet,
2020-02-20T22:44:35.346189Z,2020-02-20T22:44:35.346189Z,lights off,
2020-02-20T22:50:12.984790Z,2020-02-20T22:50:12.984790Z,in bed,
2020-02-20T23:37:44.602834Z,2020-02-21T07:03:00Z,asleep,
2020-02-21T07:00:00Z,2020-02-21T07:00:00Z,alarm,
2020-02-21T07:27:17.560252Z,2020-02-21T07:27:17.560252Z,out of bed,
2020-02-21T07:42:23.079665Z,2020-02-21T07:42:23.079665Z,meal,breakfast
2020-02-21T07:42:23.079665Z,2020-02-21T07:42:23.079665Z,drink,with breakfast
2020-02-21T11:05:25.057993Z,2020-02-21T11:05:25.057993Z,snack,
2020-02-21T18:40:54.215458Z,2020-02-21T18:40:54.215458Z,chocolate,
2020-02-21T22:23:46.637709Z,2020-02-21T22:23:46.637709Z,toilet,
2020-02-21T23:55:59.940841Z,2020-02-21T23:55:59.940841Z,sleep aid,
2020-02-22T00:49:46.230317Z,2020-02-22T00:49:46.230317Z,in bed,
2020-02-22T01:00:32.532327Z,2020-02-22T01:00:32.532327Z,lights off,
2020-02-22T01:25:18.148248Z,2020-02-22T08:37:14.549862Z,asleep,
2020-02-22T04:23:20.703952Z,2020-02-22T04:23:20.703952Z,night noise,
2020-02-22T09:16:11.076450Z,2020-02-22T09:16:11.076450Z,out of bed,
2020-02-22T09:59:46.392169Z,2020-02-22T09:59:46.392169Z,drink,with breakfast
2020-02-22T13:37:47.246758Z,2020-02-22T13:37:47.246758Z,meal,lunch
2020-02-22T14:04:24.703588Z,2020-02-22T14:04:24.703588Z,toilet,
2020-02-22T18:16:59.530591Z,2020-02-22T18:16:59.530591Z,meal,dinner
2020-02-23T00:47:04.501199Z,2020-02-23T00:47:04.501199Z,in bed,
2020-02-23T01:05:38.041568Z,2020-02-23T01:05:38.041568Z,lights off,
2020-02-23T01:40:33.454960Z,2020-02-23T09:32:12.007498Z,asleep,
2020-02-23T10:08:51.405301Z,2020-02-23T10:08:51.405301Z,out of bed,
2020-02-23T10:13:51.405301Z,2020-02-23T10:13:51.405301Z,caffeine,
2020-02-23T11:02:59.752298Z,2020-02-23T11:02:59.752298Z,meal,breakfast
2020-02-23T11:02:59.752298Z,2020-02-23T11:02:59.752298Z,drink,with breakfast
2020-02-23T12:58:29.706435Z,2020-02-23T12:58:29.706435Z,chocolate,
2020-02-23T13:49:09.799109Z,2020-02-23T13:49:09.799109Z,meal,lunch
2020-02-23T18:32:32.008507Z,2020-02-23T18:32:32.008507Z,meal,dinner
2020-02-23T18:36:13.167326Z,2020-02-23T18:36:13.167326Z,snack,
2020-02-24T01:35:51.002341Z,2020-02-24T01:35:51.002341Z,lights off,
2020-02-24T01:44:44.076473Z,2020-02-24T01:44:44.076473Z,in bed,
2020-02-24T01:44:44.076473Z,2020-02-24T01:44:44.076473Z,toilet,
2020-02-24T03:17:51.691113Z,2020-02-24T07:03:00Z,asleep,
2020-02-24T07:00:00Z,2020-02-24T07:00:00Z,alarm,
2020-02-24T07:40:42.343547Z,2020-02-24T07:40:42.343547Z,out of bed,
2020-02-24T07:45:42.343547Z,2020-02-24T07:45:42.343547Z,meal,breakfast
2020-02-24T11:40:09.129997Z,2020-02-24T11:40:09.129997Z,meal,lunch
2020-02-24T13:04:34.443100Z,2020-02-24T13:04:34.443100Z,caffeine,
2020-02-24T13:59:24.204109Z,2020-02-24T13:59:24.204109Z,snack,
2020-02-24T14:13:30.915622Z,2020-02-24T14:13:30.915622Z,toilet,
2020-02-24T16:08:31.613117Z,2020-02-24T16:08:31.613117Z,meal,dinner
2020-02-25T00:03:52.720198Z,2020-02-25T00:03:52.720198Z,lights off,
2020-02-25T00:21:29.503870Z,2020-02-25T00:21:29.503870Z,in bed,
2020-02-25T01:35:09.565078Z,2020-02-25T07:03:00Z,asleep,
2020-02-25T07:00:00Z,2020-02-25T07:00:00Z,alarm,
2020-02-25T07:26:02.880932Z,2020-02-25T07:26:02.880932Z,out of bed,
2020-02-25T07:41:28.141664Z,2020-02-25T07:41:28.141664Z,meal,breakfast
2020-02-25T07:41:28.141664Z,2020-02-25T07:41:28.141664Z,drink,with breakfast
2020-02-25T10:50:56.222453Z,2020-02-25T10:50:56.222453Z,meal,lunch
2020-02-25T11:41:51.908291Z,2020-02-25T11:41:51.908291Z,snack,
2020-02-25T13:44:16.945005Z,2020-02-25T13:44:16.945005Z,toilet,
2020-02-25T17:38:29.790223Z,2020-02-25T17:38:29.790223Z,meal,dinner
2020-02-25T22:32:15.580581Z,2020-02-25T22:32:15.580581Z,toilet,
2020-02-26T00:11:44.915811Z,2020-02-26T00:11:44.915811Z,lights off,
2020-02-26T00:24:34.270571Z,2020-02-26T00:24:34.270571Z,in bed,
2020-02-26T01:31:07.237135Z,2020-02-26T07:03:00Z,asleep,
2020-02-26T07:00:00Z,2020-02-26T07:00:00Z,alarm,
